filename,label,mean,median,p95,high_error_ratio,ela_score
FAKE_2818.jpg,FAKE,13.87323,11.0,38.0,0.00054931640625,0.44883995593283305
FAKE_2819.jpg,FAKE,17.505493,12.0,55.0,0.00048828125,0.589638830752183
FAKE_2820.jpg,FAKE,14.283386,7.0,52.0,0.0010986328125,0.46473899829303805
FAKE_2821.jpg,FAKE,18.945618,16.0,44.0,6.103515625e-05,0.6454629766356766
FAKE_2822.jpg,FAKE,24.58783,21.0,60.0,0.00262451171875,0.8641743147442427
FAKE_2823.jpg,FAKE,24.933044,20.0,70.0,0.0050048828125,0.8775559841805931
FAKE_2824.jpg,FAKE,15.837341,5.0,61.0,0.0032958984375,0.5249755823509389
FAKE_2825.jpg,FAKE,13.652466,10.0,42.0,0.000244140625,0.44028239201176816
FAKE_2826.jpg,FAKE,23.012207,19.0,65.0,0.00341796875,0.8030978052680596
FAKE_2827.jpg,FAKE,21.833435,17.0,64.0,0.00311279296875,0.7574045910738908
FAKE_2828.jpg,FAKE,21.97052,19.0,58.0,0.00091552734375,0.7627184721872932
FAKE_2829.jpg,FAKE,24.524475,23.0,61.0,0.00152587890625,0.8617184593411014
FAKE_2830.jpg,FAKE,24.356812,21.0,64.0,0.0032958984375,0.8552192708878323
FAKE_2831.jpg,FAKE,15.654114,10.0,52.0,0.00152587890625,0.5178730802918851
FAKE_2832.jpg,FAKE,18.049194,14.0,52.0,0.00128173828125,0.610714531778831
FAKE_2833.jpg,FAKE,28.091797,26.0,65.0,0.00250244140625,1.0
FAKE_2834.jpg,FAKE,24.300781,20.0,61.0,0.00128173828125,0.8530473186489655
FAKE_2835.jpg,FAKE,14.1953125,9.0,48.0,0.0003662109375,0.46132496971047066
FAKE_2836.jpg,FAKE,21.448425,17.0,63.84999999999855,0.00238037109375,0.7424802932479354
FAKE_2837.jpg,FAKE,26.432678,25.0,67.0,0.00146484375,0.9356869014189212
FAKE_2838.jpg,FAKE,17.372803,13.0,49.0,0.00115966796875,0.5844953147953871
FAKE_2839.jpg,FAKE,7.8776855,5.0,27.0,0.0001220703125,0.2164322476998824
FAKE_2840.jpg,FAKE,14.589783,9.0,50.84999999999855,0.000244140625,0.4766159887114148
REAL_1.jpg,REAL,6.620096,5.0,18.0,0.0,0.16768379898220173
REAL_10.jpg,REAL,5.2035813,0.0,25.0,0.0001183127572016,0.11277486867482336
REAL_11.jpg,REAL,11.174102,6.0,34.0,8.74485596707819e-05,0.34421256926138266
REAL_12.jpg,REAL,10.50517,4.0,36.0,4.112180277983387e-06,0.3182824885016311
REAL_13.jpg,REAL,13.233722,12.0,30.0,0.0,0.4240504495457755
REAL_14.jpg,REAL,10.110815,6.0,35.0,1.3717421124828532e-05,0.3029959466737446
REAL_15.jpg,REAL,13.875055,8.0,42.0,6.239393031845862e-06,0.4489106991434831
REAL_16.jpg,REAL,6.4365005,2.0,24.0,8.856189113699843e-05,0.16056701260910708
REAL_17.jpg,REAL,7.9707913,4.0,26.0,2.1043771043771045e-05,0.22004134535584932
REAL_18.jpg,REAL,11.6047,8.0,36.0,0.0004277375201288,0.36090401310767417
REAL_19.jpg,REAL,9.545425,8.0,25.0,0.0,0.28107950619734945
REAL_2.jpg,REAL,5.903205,1.0,28.0,1.7146776406035663e-06,0.13989466417337357
REAL_20.jpg,REAL,9.076347,3.0,33.0,4.11522633744856e-06,0.2628964465999274
REAL_21.jpg,REAL,9.111337,3.0,32.0,1.6575217192501143e-05,0.26425277807425324
REAL_22.jpg,REAL,6.03033,0.0,31.0,0.0001254797756126,0.1448224617919408
REAL_23.jpg,REAL,6.8762784,5.0,20.0,2.57201646090535e-06,0.17761430061947875
REAL_24.jpg,REAL,11.794318,6.0,44.0,0.0005034293552812,0.368254252075914
REAL_25.jpg,REAL,2.2942684,0.0,19.0,2.57201646090535e-06,0.0
REAL_26.jpg,REAL,12.977683,8.0,44.0,0.0002360539551897,0.41412550658050246
REAL_27.jpg,REAL,13.780324,8.0,49.0,0.0010857338820301,0.4452386032048047
REAL_28.jpg,REAL,7.2422376,5.0,22.0,0.0,0.19180012460573453
REAL_29.jpg,REAL,8.953716,7.0,24.0,0.0,0.25814285171487317
REAL_3.jpg,REAL,14.859866,12.0,40.0,6.858710562414266e-05,0.48708532490976675
REAL_30.jpg,REAL,9.4062395,7.0,28.0,3.429355281207133e-06,0.27568420255574405
REAL_31.jpg,REAL,13.12922,7.0,46.0,0.0007693187014174,0.419999596395447
REAL_32.jpg,REAL,9.520824,0.0,42.0,0.0007085905349794,0.280125887717787
REAL_33.jpg,REAL,3.6146297,0.0,25.0,3.858024691358025e-06,0.05118169730413634
REAL_34.jpg,REAL,11.134083,9.0,28.0,1.2860082304526749e-05,0.3426612966328876
REAL_35.jpg,REAL,11.9837475,7.0,36.0,0.0002034750800182,0.3755971841426702
REAL_36.jpg,REAL,9.255449,7.0,25.0,1.881767124080829e-05,0.26983904962121064
REAL_37.jpg,REAL,15.642478,13.0,43.0,8.00182898948331e-05,0.517422029333461
REAL_38.jpg,REAL,18.76165,17.0,49.0,9.25925925925926e-05,0.6383317508949288
REAL_39.jpg,REAL,12.669011,10.0,34.0,0.000141175125743,0.4021603294200825
REAL_4.jpg,REAL,11.278894,10.0,28.0,1.7146776406035666e-05,0.34827466379860894
REAL_40.jpg,REAL,5.719433,3.0,21.0,3.429355281207133e-06,0.1327710360596325
REAL_41.jpg,REAL,12.560044,8.0,37.0,0.0001323731138545,0.3979363976749308
REAL_42.jpg,REAL,7.841942,6.0,21.0,0.0,0.21504670800132383
REAL_43.jpg,REAL,10.591391,6.0,35.0,0.0003429355281207,0.32162470787996333
REAL_44.jpg,REAL,5.795687,3.0,20.0,5.887059899405578e-05,0.1357269005993078
REAL_45.jpg,REAL,4.7641473,4.0,13.0,0.0,0.09574091139877641
REAL_46.jpg,REAL,2.5858648,0.0,19.0,0.00015625,0.011303268794515455
REAL_47.jpg,REAL,7.210009,3.0,25.0,1.286008230452675e-06,0.19055083439271778
REAL_48.jpg,REAL,8.255241,5.0,26.0,2.57201646090535e-06,0.23106758373745925
REAL_49.jpg,REAL,12.875759,9.0,40.0,0.0001402572523262,0.4101745854833552
REAL_5.jpg,REAL,8.824208,4.0,29.0,0.0002282664609053,0.2531226809067284
REAL_50.jpg,REAL,7.11569,4.0,23.0,7.501714677640604e-06,0.18689470897611488
REAL_6.jpg,REAL,11.6359215,4.0,43.0,5.715592135345222e-06,0.3621142646974331
REAL_7.jpg,REAL,18.061295,15.0,49.0,0.0003181532842549,0.6111836077196946
REAL_8.jpg,REAL,10.0738535,8.0,29.0,6.651766709237974e-07,0.3015631931502152
REAL_9.jpg,REAL,8.024894,4.0,28.0,8.236553825879253e-06,0.22213855012452627
